Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2006-11-03,79.36,79.53,77.79,78.29,15424600.0,0.0,1.0,10.240247463996,10.262183477969,10.037661923189,10.102179611344,107972200.0
2006-11-06,78.95,80.06,78.43,79.71,15520600.0,0.0,1.0,10.187342959709,10.330572227414,10.120244564028,10.285409845705,108644200.0
2006-11-07,80.45,81.0,80.13,80.51,18783300.0,0.0,1.0,10.380896024175,10.451865481145,10.339604703755,10.388638146753,131483100.0
2006-11-08,80.02,82.69,79.89,82.45,24675600.0,0.0,1.0,10.325410812361,10.66993526711,10.308636213441,10.638966776796,172729200.0
2006-11-09,82.9,84.69,82.12,83.34,32966200.0,0.0,1.0,10.697032696135,10.928006019731,10.596385102613,10.753808261712,230763400.0
2006-11-10,83.55,83.6,82.5,83.12,13352300.0,0.0,1.0,10.780905690737,10.787357459553,10.645418545611,10.725420478924,93466100.0
2006-11-13,83.22,84.45,82.64,84.35,16095500.0,0.0,1.0,10.738324016555,10.897037529416,10.663483498295,10.884133991785,112668500.0
2006-11-14,84.8,85.0,83.9,85.0,21034100.0,0.0,1.0,10.942199911125,10.968006986387,10.826068072446,10.968006986387,147238700.0
2006-11-15,85.05,85.9,84.0,84.05,23404400.0,0.0,1.0,10.974458755203,11.084138825067,10.838971610077,10.845423378892,163830800.0
2006-11-16,84.87,86.3,84.62,85.61,24783600.0,0.0,1.0,10.951232387467,11.135752975591,10.918973543389,11.046718565937,173485200.0
2006-11-17,85.145,85.94,85.0,85.85,16658000.0,0.0,1.0,10.986717115952,11.089300240119,10.968006986387,11.077687056251,116606000.0
2006-11-20,85.4,87.0,85.2,86.47,20385500.0,0.0,1.0,11.019621136911,11.226077739008,10.993814061649,11.157688989564,142698500.0
2006-11-21,87.42,88.6,87.11,88.6,22238100.0,0.0,1.0,11.280272597058,11.432534341105,11.240271630402,11.432534341105,155666700.0
2006-11-22,88.99,90.75,87.85,90.31,23997900.0,0.0,1.0,11.482858137866,11.709960400172,11.335757808872,11.653184834596,167985300.0
2006-11-24,89.53,93.08,89.5,91.63,18524200.0,0.0,1.0,11.552537241073,12.010612826976,11.548666179784,11.823511531325,129669400.0
2006-11-27,92.51,93.159,89.5,89.54,38387000.0,0.0,1.0,11.937062662479,12.020806621704,11.548666179784,11.553827594837,268709000.0
2006-11-28,90.36,91.97,89.91,91.81,37006200.0,0.0,1.0,11.659636603411,11.867383559271,11.601570684071,11.846737899061,259043400.0
2006-11-29,93.0,93.15,90.25,91.8,41324400.0,0.0,1.0,12.000289996871,12.019645303317,11.645442712017,11.845447545298,289270800.0
2006-11-30,92.215,92.68,91.06,91.66,31088800.0,0.0,1.0,11.898997226467,11.958998676451,11.749961366828,11.827382592615,217621600.0
2006-12-01,91.8,92.33,90.1,91.32,28395700.0,0.0,1.0,11.845447545298,11.913836294743,11.62608740557,11.783510564669,198769900.0
2006-12-04,91.88,92.05,90.5,91.12,25340600.0,0.0,1.0,11.855770375403,11.877706389376,11.677701556095,11.757703489407,177384200.0
2006-12-05,91.655,92.33,90.87,91.27,23672800.0,0.0,1.0,11.826737415733,11.913836294743,11.725444645329,11.777058795854,165709600.0
2006-12-06,90.645,91.39,89.67,89.83,22792300.0,0.0,1.0,11.69641168566,11.792543041011,11.570602193757,11.591247853967,159546100.0
2006-12-07,90.025,90.5,86.9,87.04,35886700.0,0.0,1.0,11.616409752347,11.677701556095,11.213174201377,11.23123915406,251206900.0
2006-12-08,87.23,89.39,87.0,88.26,28009900.0,0.0,1.0,11.255755875559,11.53447228839,11.226077739008,11.388662313159,196069300.0
2006-12-11,88.9,89.3,88.05,88.75,17849300.0,0.0,1.0,11.471244953998,11.522859104522,11.361564884134,11.451889647551,124945100.0
2006-12-12,88.61,88.84,85.53,86.14,36665000.0,0.0,1.0,11.433824694868,11.463502831419,11.036395735832,11.115107315381,256655000.0
2006-12-13,87.95,89.07,87.15,89.05,30609000.0,0.0,1.0,11.348661346503,11.493180967971,11.245433045455,11.490600260444,214263000.0
2006-12-14,89.05,90.0,88.26,88.55,29726100.0,0.0,1.0,11.490600260444,11.613183867939,11.388662313159,11.426082572289,208082700.0
2006-12-15,89.02,89.22,87.33,87.72,26426400.0,0.0,1.0,11.486729199155,11.512536274417,11.268659413191,11.318983209952,184984800.0
2006-12-18,87.625,88.0,84.59,85.47,25770600.0,0.0,1.0,11.306724849202,11.355113115318,10.9151024821,11.028653613253,180394200.0
2006-12-19,84.73,86.68,83.62,86.31,32550200.0,0.0,1.0,10.933167434783,11.184786418589,10.789938167079,11.137043329354,227851400.0
2006-12-20,86.47,86.67,84.74,84.76,20274700.0,0.0,1.0,11.157688989564,11.183496064826,10.934457788546,10.937038496073,141922900.0
2006-12-21,84.6956,85.48,82.2,82.9,32271400.0,0.0,1.0,10.928728617838,11.029943967016,10.606707932718,10.697032696135,225899800.0
2006-12-22,83.46,84.0391,81.6,82.2,21903700.0,0.0,1.0,10.769292506869,10.84401689329,10.529286706932,10.606707932718,153325900.0
2006-12-26,82.15,82.57,80.89,81.51,17524600.0,0.0,1.0,10.600256163902,10.654451021953,10.437671589751,10.517673523064,122672200.0
2006-12-27,78.15,82.0,76.77,81.52,69134100.0,0.0,1.0,10.084114658661,10.580900857456,9.9060458393523,10.518963876827,483938700.0
2006-12-28,80.22,81.25,79.65,80.87,39995600.0,0.0,1.0,10.351217887623,10.484124325223,10.277667723126,10.435090882225,279969200.0
2006-12-29,83.95,85.4,83.36,84.84,38443900.0,0.0,1.0,10.832519841261,11.019621136911,10.756388969238,10.947361326178,269107300.0
2007-01-03,86.29,86.58,81.9,83.8,44225700.0,0.0,1.0,11.134462621828,11.171882880958,10.567997319825,10.813164534815,309579900.0
2007-01-04,84.05,85.95,83.82,85.66,30259300.0,0.0,1.0,10.845423378892,11.090590593882,10.815745242341,11.053170334752,211815100.0
2007-01-05,85.77,86.2,84.4,85.05,29812200.0,0.0,1.0,11.067364226146,11.12284943796,10.890585760601,10.974458755203,208685400.0
2007-01-08,85.96,86.53,85.28,85.47,28468100.0,0.0,1.0,11.091880947645,11.165431112142,11.004136891754,11.028653613253,199276700.0
2007-01-09,86.45,92.98,85.15,92.57,119617800.0,0.0,1.0,11.155108282037,11.997709289344,10.987362292834,11.944804785057,837324600.0
2007-01-10,94.75,97.8,93.45,97.0,105460000.0,0.0,1.0,12.226101905414,12.619659803161,12.05835591621,12.516431502112,738220000.0
2007-01-11,95.94,96.78,95.1,95.8,51437600.0,0.0,1.0,12.379654003223,12.488043719324,12.271264287123,12.36158905054,360063200.0
2007-01-12,94.59,95.06,93.23,94.62,46881800.0,0.0,1.0,12.205456245204,12.26610287207,12.029968133422,12.209327306494,328172600.0
2007-01-16,95.68,97.25,95.45,97.1,44431300.0,0.0,1.0,12.346104805383,12.54869034619,12.316426668831,12.529335039743,311019100.0
2007-01-17,97.56,97.6,94.82,94.95,58795000.0,0.0,1.0,12.588691312846,12.593852727899,12.235134381756,12.251908980676,411565000.0
2007-01-18,92.1,92.11,89.05,89.07,84450200.0,0.0,1.0,11.884158158191,11.885448511954,11.490600260444,11.493180967971,591151400.0
2007-01-19,88.63,89.65,88.12,88.5,48731200.0,0.0,1.0,11.436405402394,11.568021486231,11.370597360476,11.419630803474,341118400.0
2007-01-22,89.14,89.16,85.65,86.79,51929500.0,0.0,1.0,11.502213444312,11.504794151839,11.051879980989,11.198980309983,363506500.0
2007-01-23,85.73,87.51,85.51,85.7,43122300.0,0.0,1.0,11.062202811094,11.291885780926,11.033815028306,11.058331749804,301856100.0
2007-01-24,86.68,87.15,86.08,86.7,33136200.0,0.0,1.0,11.184786418589,11.245433045455,11.107365192802,11.187367126115,231953400.0
2007-01-25,87.111,88.5,86.03,86.25,32356200.0,0.0,1.0,11.240400665779,11.419630803474,11.100913423987,11.129301206775,226493400.0
2007-01-26,87.115,87.37,84.99,85.38,35245500.0,0.0,1.0,11.240916807284,11.273820828243,10.966716632624,11.017040429385,246718500.0
2007-01-29,86.3,86.65,85.53,85.94,32202300.0,0.0,1.0,11.135752975591,11.180915357299,11.036395735832,11.089300240119,225416100.0
2007-01-30,86.43,86.49,85.25,85.55,20641800.0,0.0,1.0,11.152527574511,11.16026969709,11.000265830465,11.038976443358,144492600.0
2007-01-31,84.86,86.0,84.35,85.73,30573900.0,0.0,1.0,10.949942033704,11.097042362698,10.884133991785,11.062202811094,214017300.0
2007-02-01,86.23,86.27,84.74,84.74,23726500.0,0.0,1.0,11.126720499249,11.131881914301,10.934457788546,10.934457788546,166085500.0
2007-02-02,84.12,85.25,83.7,84.75,22197500.0,0.0,1.0,10.854455855234,11.000265830465,10.800260997184,10.93574814231,155382500.0
2007-02-05,84.3,85.23,83.94,83.94,20673300.0,0.0,1.0,10.87768222297,10.997685122939,10.831229487498,10.831229487498,144713100.0
2007-02-06,84.45,84.47,82.86,84.15,30871200.0,0.0,1.0,10.897037529416,10.899618236943,10.691871281083,10.858326916523,216098400.0
2007-02-07,84.48,86.38,83.55,86.15,38100900.0,0.0,1.0,10.900908590706,11.146075805696,10.780905690737,11.116397669144,266706300.0
2007-02-08,85.43,86.51,85.41,86.18,24251100.0,0.0,1.0,11.023492198201,11.162850404616,11.020911490674,11.120268730434,169757700.0
2007-02-09,85.88,86.2,83.21,83.27,30733600.0,0.0,1.0,11.08155811754,11.12284943796,10.737033662792,10.74477578537,215135200.0
2007-02-12,84.43,85.18,83.63,84.88,25859700.0,0.0,1.0,10.89445682189,10.991233354123,10.791228520842,10.95252274123,181017900.0
2007-02-13,85.16,85.29,84.3,84.7,20749500.0,0.0,1.0,10.988652646597,11.005427245517,10.87768222297,10.929296373494,145246500.0
2007-02-14,84.63,85.64,84.57,85.3,18142200.0,0.0,1.0,10.920263897152,11.050589627226,10.912521774574,11.00671759928,126995400.0
2007-02-15,85.44,85.62,84.78,85.21,12987900.0,0.0,1.0,11.024782551964,11.0480089197,10.939619203599,10.995104415412,90915300.0
2007-02-16,85.25,85.41,84.66,84.83,14281000.0,0.0,1.0,11.000265830465,11.020911490674,10.924134958442,10.946070972414,99967000.0
2007-02-20,84.65,86.16,84.16,85.9,22060800.0,0.0,1.0,10.922844604679,11.117688022907,10.859617270286,11.084138825067,154425600.0
2007-02-21,85.98,89.49,85.96,89.2,41261200.0,0.0,1.0,11.094461655171,11.547375826021,11.091880947645,11.509955566891,288828400.0
2007-02-22,90.8,90.81,88.53,89.51,29936600.0,0.0,1.0,11.716412168988,11.717702522751,11.423501864763,11.549956533547,209556200.0
2007-02-23,89.16,90.34,88.85,89.07,18496200.0,0.0,1.0,11.504794151839,11.657055895885,11.464793185182,11.493180967971,129473400.0
2007-02-26,89.84,90.0,87.61,88.65,21994600.0,0.0,1.0,11.59253820773,11.613183867939,11.304789318557,11.43898610992,153962200.0
2007-02-27,86.3,87.08,83.41,83.93,40921900.0,0.0,1.0,11.135752975591,11.236400569113,10.762840738054,10.829939133735,286453300.0
2007-02-28,83.0,85.6,83.0,84.61,32838400.0,0.0,1.0,10.709936233766,11.045428212173,10.709936233766,10.917683189626,229868800.0
2007-03-01,84.03,88.31,83.75,87.06,50554600.0,0.0,1.0,10.842842671366,11.395114081975,10.806712765999,11.233819861587,353882200.0
2007-03-02,86.77,87.54,85.21,85.41,30714300.0,0.0,1.0,11.196399602457,11.295756842216,10.995104415412,11.020911490674,215000100.0
2007-03-05,85.89,88.65,85.76,86.3199,29960700.0,0.0,1.0,11.082848471303,11.43898610992,11.066073872383,11.138320779579,209724900.0
2007-03-06,87.8,88.31,87.4,88.19,25828100.0,0.0,1.0,11.329306040056,11.395114081975,11.277691889532,11.379629836817,180796700.0
2007-03-07,88.05,88.97,87.45,87.72,22367300.0,0.0,1.0,11.361564884134,11.48027743034,11.284143658348,11.318983209952,156571100.0
2007-03-08,88.59,88.72,87.46,88.0,18250400.0,0.0,1.0,11.431243987342,11.448018586262,11.285434012111,11.355113115318,127752800.0
2007-03-09,88.8,88.85,87.4,87.97,16137000.0,0.0,1.0,11.458341416367,11.464793185182,11.277691889532,11.351242054029,112959000.0
2007-03-12,88.07,89.99,87.99,89.87,26050300.0,0.0,1.0,11.36414559166,11.611893514176,11.353822761555,11.596409269019,182352100.0
2007-03-13,89.41,90.6,88.4,88.4,30996100.0,0.0,1.0,11.537052995916,11.690605093726,11.406727265843,11.406727265843,216972700.0
2007-03-14,88.6,90.0,87.92,90.0,28449500.0,0.0,1.0,11.432534341105,11.613183867939,11.344790285214,11.613183867939,199146500.0
2007-03-15,89.96,90.36,89.31,89.57,19982100.0,0.0,1.0,11.608022452887,11.659636603411,11.524149458285,11.557698656126,139874700.0
2007-03-16,89.538,89.99,89.32,89.59,20418000.0,0.0,1.0,11.553569524084,11.611893514176,11.525439812048,11.560279363652,142926000.0
2007-03-19,90.24,91.55,89.59,91.13,25462900.0,0.0,1.0,11.644152358254,11.813188701221,11.560279363652,11.75899384317,178240300.0
2007-03-20,91.35,91.84,91.06,91.48,17461300.0,0.0,1.0,11.787381625958,11.850608960351,11.749961366828,11.804156224879,122229100.0
2007-03-21,91.99,94.0,91.65,93.87,24532000.0,0.0,1.0,11.869964266797,12.129325373181,11.826092238852,12.112550774261,171724000.0
2007-03-22,93.73,94.36,93.0,93.96,20053300.0,0.0,1.0,12.094485821577,12.175778108653,12.000289996871,12.124163958129,140373100.0
2007-03-23,93.35,94.07,93.3,93.52,16103000.0,0.0,1.0,12.045452378579,12.138357849523,12.039000609764,12.067388392552,112721000.0
2007-03-26,93.99,95.9,93.3,95.85,30892400.0,0.0,1.0,12.128035019418,12.374492588171,12.039000609764,12.368040819355,216246800.0
2007-03-27,95.71,96.83,95.0,95.46,33287600.0,0.0,1.0,12.349975866672,12.49449548814,12.258360749492,12.317717022594,233013200.0
2007-03-28,94.88,95.4,93.15,93.24,33654900.0,0.0,1.0,12.242876504334,12.309974900016,12.019645303317,12.031258487185,235584300.0
2007-03-29,94.19,94.19,92.23,93.75,25918700.0,0.0,1.0,12.15384209468,12.15384209468,11.900932757112,12.097066529104,181430900.0
2007-03-30,94.28,94.68,92.75,92.91,21448500.0,0.0,1.0,12.165455278548,12.217069429072,11.968031152793,11.988676813003,150139500.0
2007-04-02,94.14,94.25,93.02,93.65,17928300.0,0.0,1.0,12.147390325865,12.161584217259,12.002870704397,12.084162991472,125498100.0
2007-04-03,94.14,95.23,93.76,94.5,20854800.0,0.0,1.0,12.147390325865,12.288038886043,12.098356882867,12.193843061336,145983600.0
2007-04-04,94.94,95.14,94.13,94.27,17028000.0,0.0,1.0,12.250618626913,12.276425702175,12.146099972101,12.164164924785,119196000.0
2007-04-05,94.12,94.68,93.52,94.68,12697000.0,0.0,1.0,12.144809618338,12.217069429072,12.067388392552,12.217069429072,88879000.0
2007-04-09,95.21,95.3,93.04,93.65,14762200.0,0.0,1.0,12.285458178517,12.297071362385,12.005451411923,12.084162991472,103335400.0
2007-04-10,93.67,94.258,93.41,94.25,12588100.0,0.0,1.0,12.086743698999,12.162616500269,12.053194501158,12.161584217259,88116700.0
2007-04-11,93.9,93.95,92.33,92.59,19607800.0,0.0,1.0,12.11642183555,12.122873604366,11.913836294743,11.947385492583,137254600.0
2007-04-12,92.04,92.31,90.72,92.19,23452700.0,0.0,1.0,11.876416035613,11.911255587216,11.706089338883,11.895771342059,164168900.0
2007-04-13,90.9,91.4001,90.0599,90.24,25712200.0,0.0,1.0,11.729315706619,11.793846298312,11.62091308698,11.644152358254,179985400.0
2007-04-16,90.57,91.5,90.25,91.43,21751200.0,0.0,1.0,11.686734032436,11.806736932405,11.645442712017,11.797704456063,152258400.0
2007-04-17,92.0,92.3,89.7,90.35,26854300.0,0.0,1.0,11.87125462056,11.909965233453,11.574473255046,11.658346249648,187980100.0
2007-04-18,90.16,90.85,89.6,90.4,16573000.0,0.0,1.0,11.633829528149,11.722863937803,11.561569717415,11.664798018464,116011000.0
2007-04-19,90.19,91.25,89.83,90.27,15211200.0,0.0,1.0,11.637700589438,11.774478088327,11.591247853967,11.648023419543,106478400.0
2007-04-20,90.889,91.18,90.55,90.97,18670700.0,0.0,1.0,11.727896317479,11.765445611986,11.68415332491,11.73834818296,130694900.0
2007-04-23,91.585,93.8,91.42,93.51,27867500.0,0.0,1.0,11.817704939391,12.103518297919,11.7964141023,12.066098038789,195072500.0
2007-04-24,93.96,96.39,91.3,93.24,37687600.0,0.0,1.0,12.124163958129,12.437719922563,11.780929857143,12.031258487185,263813200.0
2007-04-25,94.23,95.4,93.8,95.348,42398000.0,0.0,1.0,12.159003509733,12.309974900016,12.103518297919,12.303265060448,296786000.0
2007-04-26,101.58,102.5,98.3,98.84,62063500.0,0.0,1.0,13.107413525614,13.22612607182,12.684177491316,12.753856594524,434444500.0
2007-04-27,98.18,99.95,97.69,99.92,24978700.0,0.0,1.0,12.668693246159,12.897085862228,12.605465911767,12.893214800939,174850900.0
2007-04-30,100.09,101.0,99.67,99.8,22018200.0,0.0,1.0,12.915150814912,13.032573007354,12.860955956861,12.877730555782,154127400.0
2007-05-01,99.59,100.35,98.55,99.47,19018700.0,0.0,1.0,12.850633126756,12.948700012752,12.716436335394,12.835148881599,133130900.0
2007-05-02,99.65,100.54,99.47,100.39,18040900.0,0.0,1.0,12.858375249335,12.973216734251,12.835148881599,12.953861427805,126286300.0
2007-05-03,100.73,101.45,100.01,100.4,20574200.0,0.0,1.0,12.99773345575,13.090638926694,12.904827984807,12.955151781568,144019400.0
2007-05-04,100.8,101.6,100.5,100.81,13642400.0,0.0,1.0,13.006765932092,13.10999423314,12.968055319199,13.008056285855,95496800.0
2007-05-07,101.08,104.35,101.01,103.92,30769900.0,0.0,1.0,13.042895837459,13.464841517994,13.033863361117,13.409356306181,215389300.0
2007-05-08,103.47,105.15,103.42,105.06,27999900.0,0.0,1.0,13.351290386841,13.568069819043,13.344838618025,13.556456635175,195999300.0
2007-05-09,104.91,106.96,104.89,106.88,25634200.0,0.0,1.0,13.537101328728,13.801623850164,13.534520621202,13.79130102006,179439400.0
2007-05-10,106.63,108.84,105.92,107.34,42759200.0,0.0,1.0,13.759042175982,14.044210357628,13.667427058802,13.850657293162,299314400.0
2007-05-11,107.74,109.13,106.78,108.74,23346300.0,0.0,1.0,13.902271443687,14.081630616758,13.778397482429,14.031306819997,163424100.0
2007-05-14,109.62,110.0,108.25,109.36,23283800.0,0.0,1.0,14.14485795115,14.193891394148,13.968079485605,14.111308753309,162986600.0
2007-05-15,109.57,110.2,106.48,107.52,34089800.0,0.0,1.0,14.138406182335,14.21969846941,13.739686869535,13.873883660898,238628600.0
2007-05-16,108.53,108.83,103.42,107.34,40241700.0,0.0,1.0,14.004209390972,14.042920003865,13.344838618025,13.850657293162,281691900.0
2007-05-17,107.15,109.87,107.15,109.44,26260400.0,0.0,1.0,13.826140571663,14.177116795228,13.826140571663,14.121631583414,183822800.0
2007-05-18,110.23,110.64,109.77,110.02,22190900.0,0.0,1.0,14.2235695307,14.276474034987,14.164213257597,14.196472101674,155336300.0
2007-05-21,110.31,112.45,110.05,111.98,22853300.0,0.0,1.0,14.233892360804,14.510028066109,14.200343162964,14.449381439243,159973100.0
2007-05-22,112.49,113.75,112.01,113.54,20443200.0,0.0,1.0,14.515189481161,14.677774055312,14.453252500532,14.650676626287,143102400.0
2007-05-23,114.02,115.0,112.59,112.89,32549100.0,0.0,1.0,14.712613606916,14.8390682757,14.528093018792,14.566803631685,227843700.0
2007-05-24,112.81,114.46,110.37,110.69,31691500.0,0.0,1.0,14.55648080158,14.769389172493,14.241634483383,14.282925803802,221840500.0
2007-05-25,112.0,113.78,111.5,113.62,22605700.0,0.0,1.0,14.451962146769,14.681645116602,14.387444458614,14.660999456392,158239900.0
2007-05-29,114.45,114.86,112.69,114.35,23060500.0,0.0,1.0,14.76809881873,14.821003323017,14.540996556423,14.755195281099,161423500.0
2007-05-30,114.3,118.88,113.53,118.77,52801600.0,0.0,1.0,14.748743512283,15.339725535785,14.649386272524,15.325531644391,369611200.0
2007-05-31,120.07,122.17,119.541,121.191,46323800.0,0.0,1.0,15.493277633594,15.764251923846,15.425017919526,15.637926290438,324266600.0
2007-06-01,121.1,121.19,118.29,118.4,31616500.0,0.0,1.0,15.626184071194,15.637797255062,15.263594663762,15.277788555156,221315500.0
2007-06-04,118.63,121.73,117.9,121.33,31666900.0,0.0,1.0,15.307466691707,15.70747635827,15.213270867001,15.655862207745,221668300.0
2007-06-05,121.41,122.69,120.5,122.67,32885200.0,0.0,1.0,15.66618503785,15.831350319528,15.548762845408,15.828769612001,230196400.0
2007-06-06,122.3,124.05,121.95,123.64,39722900.0,0.0,1.0,15.781026522767,16.00683843131,15.735864141058,15.953933927022,278060300.0
2007-06-07,124.99,127.61,123.19,124.069,68395700.0,0.0,1.0,16.128131685042,16.466204370975,15.895868007683,16.00929010346,478769900.0
2007-06-08,125.825,125.83,122.29,124.49,44345800.0,0.0,1.0,16.235876224261,16.236521401142,15.779736169003,16.063613996886,310420600.0
2007-06-11,126.0,126.15,119.54,120.19,66937800.0,0.0,1.0,16.258457415115,16.277812721562,15.42488888415,15.508761878751,468564600.0
2007-06-12,119.35,121.71,118.31,120.38,50948800.0,0.0,1.0,15.400372162651,15.704895650743,15.266175371288,15.53327860025,356641600.0
2007-06-13,121.15,121.19,115.4,117.5,61476900.0,0.0,1.0,15.63263584001,15.637797255062,14.890682426224,15.161656716476,430338300.0
2007-06-14,117.2,119.45,116.42,118.75,34759500.0,0.0,1.0,15.122946103583,15.413275700282,15.022298510061,15.322950936864,243316500.0
2007-06-15,120.62,120.67,119.86,120.5,28972100.0,0.0,1.0,15.564247090565,15.57069885938,15.466180204569,15.548762845408,202804700.0
2007-06-18,123.28,125.18,122.54,125.09,32521600.0,0.0,1.0,15.907481191551,16.152648406541,15.811995013081,16.141035222673,227651200.0
2007-06-19,124.69,125.01,122.91,123.66,33679500.0,0.0,1.0,16.089421072148,16.130712392568,15.859738102316,15.956514634549,235756500.0
2007-06-20,123.87,124.66,121.5,121.55,32054000.0,0.0,1.0,15.983612063574,16.085550010859,15.677798221718,15.684249990534,224378000.0
2007-06-21,121.7,124.29,120.72,123.9,30965900.0,0.0,1.0,15.70360529698,16.037806921624,15.577150628196,15.987483124863,216761300.0
2007-06-22,123.85,124.45,122.38,123.0,22567000.0,0.0,1.0,15.981031356048,16.058452581834,15.791349352871,15.871351286184,157969000.0
2007-06-25,124.19,125.09,121.06,122.34,34478700.0,0.0,1.0,16.024903383993,16.141035222673,15.621022656142,15.786187937819,241350900.0
2007-06-26,123.98,124.0,118.72,119.65,48035900.0,0.0,1.0,15.997805954968,16.000386662494,15.319079875575,15.439082775544,336251300.0
2007-06-27,120.61,122.04,119.26,121.89,34810600.0,0.0,1.0,15.562956736802,15.747477324926,15.388758978783,15.728122018479,243674200.0
2007-06-28,122.36,122.49,120.0,120.56,29933700.0,0.0,1.0,15.788768645345,15.805543244265,15.484245157252,15.556504967986,209535900.0
2007-06-29,121.97,124.0,121.09,122.04,40637200.0,0.0,1.0,15.738444848584,16.000386662494,15.624893717431,15.747477324926,284460400.0
2007-07-02,121.05,122.09,119.3,121.26,35530800.0,0.0,1.0,15.619732302378,15.753929093741,15.393920393835,15.646829731404,248715600.0
2007-07-03,122.0,127.4,121.5,127.17,41517200.0,0.0,1.0,15.742315909873,16.43910694195,15.677798221718,16.409428805398,290620400.0
2007-07-05,128.8,132.97,128.69,132.75,51894700.0,0.0,1.0,16.619756468784,17.157833987999,16.60556257739,17.129446205211,363262900.0
2007-07-06,133.13,133.34,130.4,132.3,31239100.0,0.0,1.0,17.178479648209,17.205577077234,16.826213070881,17.071380285871,218673700.0
2007-07-09,132.38,132.9,129.18,130.3301,35565000.0,0.0,1.0,17.081703115976,17.148801511657,16.668789911782,16.817193498077,248955000.0
2007-07-10,128.88,134.5,128.81,132.35,44821700.0,0.0,1.0,16.630079298889,17.355258113754,16.621046822547,17.077832054686,313751900.0
2007-07-11,132.07,133.7,131.31,132.39,29349000.0,0.0,1.0,17.041702149319,17.252029812705,16.943635263324,17.082993469739,205443000.0
